date,id,home,away,hs,as,neutral,type,hid,aid,hfg,afg
2022-11-07,401483265,Baylor Bears,Mississippi Valley State Delta Devils,117,53,0,2,239,2400,51.4,32.7
2022-11-07,401483365,Michigan Wolverines,Purdue Fort Wayne Mastodons,75,56,0,2,130,2870,46.9,29.6
2022-11-07,401484362,Villanova Wildcats,La Salle Explorers,81,68,0,2,222,2325,55.8,40.0
2022-11-07,401485025,Stanford Cardinal,Pacific Tigers,88,78,0,2,24,279,60.4,41.8
2022-11-07,401485101,Butler Bulldogs,LSU New Orleans Privateers,89,53,0,2,2086,2443,56.3,41.2
2022-11-07,401485102,St. John's Red Storm,Merrimack Warriors,97,72,0,2,2599,2771,56.9,38.5
2022-11-07,401486936,Charlotte 49ers,Coppin State Eagles,82,59,0,2,2429,2154,50.0,40.7
2022-11-07,401487408,Morehouse Maroon Tigers,Harvard Crimson,63,68,0,2,60,108,30.3,41.4
2022-11-07,401489513,James Madison Dukes,Valley Forge Patriots,123,38,0,2,256,110414,61.3,24.6
2022-11-07,401489550,App State Mountaineers,Warren Wilson Owls,142,74,0,2,2026,2684,55.7,32.9
2022-11-07,401489662,UNC Greensboro Spartans,Johnson & Wales-Charlotte JOHNSON & WALES-CHARLOTTE,93,60,0,2,2430,3169,43.8,31.8
2022-11-07,401489690,UMass Lowell River Hawks,Fisher Eagles,108,43,0,2,2349,524,51.8,27.3
2022-11-07,401489751,Middle Tennessee Blue Raiders,Brescia Bearcats,79,52,0,2,2393,2855,51.6,33.9
2022-11-07,401493633,Milwaukee Panthers,Milwaukee Engineering Raiders,102,46,0,2,270,110437,61.3,36.4
2022-11-07,401493663,Oakland Golden Grizzlies,Defiance Yellow Jackets,92,27,0,2,2473,190,57.9,18.2
2022-11-07,401494401,Kentucky Wildcats,Howard Bison,95,63,0,2,96,47,54.8,34.3
2022-11-07,401494597,Prairie View A&M Panthers,Kansas Christian Falcons,94,79,0,2,2504,123410,49.3,52.7
2022-11-08,401482889,Boston College Eagles,Cornell Big Red,79,77,0,2,103,172,47.2,46.0
2022-11-08,401482897,Clemson Tigers,The Citadel Bulldogs,80,69,0,2,228,2643,46.2,42.9
2022-11-08,401482906,Duke Blue Devils,Jacksonville Dolphins,71,44,0,2,150,294,45.8,34.0
2022-11-08,401482914,Florida State Seminoles,Stetson Hatters,74,83,0,2,52,56,45.8,47.5
2022-11-08,401482929,Miami Hurricanes,Lafayette Leopards,67,54,0,2,2390,322,36.2,36.5
2022-11-08,401482938,NC State Wolfpack,Austin Peay Governors,99,50,0,2,152,2046,61.5,30.8
2022-11-08,401482947,North Carolina Tar Heels,UNC Wilmington Seahawks,69,56,0,2,153,350,45.8,29.3
2022-11-08,401482965,Pittsburgh Panthers,UT Martin Skyhawks,80,58,0,2,221,2630,36.6,32.3
2022-11-08,401482974,Syracuse Orange,Lehigh Mountain Hawks,90,72,0,2,183,2329,54.5,42.9
2022-11-08,401482983,Virginia Cavaliers,North Carolina Central Eagles,73,61,0,2,258,2428,42.6,41.5
2022-11-08,401482991,Virginia Tech Hokies,Delaware State Hornets,95,57,0,2,259,2169,55.0,38.7
2022-11-08,401482999,Wake Forest Demon Deacons,Fairfield Stags,71,59,0,2,154,2217,39.1,38.2
2022-11-08,401483030,Florida Gators,Stony Brook Seawolves,81,45,0,2,57,2619,47.5,30.8
2022-11-08,401483039,Auburn Tigers,George Mason Patriots,70,52,0,2,2,2244,33.8,37.5
2022-11-08,401483050,Georgia Bulldogs,Western Carolina Catamounts,68,55,0,2,61,2717,49.1,35.1
2022-11-08,401483194,Missouri Tigers,Southern Indiana Screaming Eagles,97,91,0,2,142,88,47.9,48.3
2022-11-08,401483206,Ole Miss Rebels,Alcorn State Braves,73,58,0,2,145,2016,37.3,36.8
2022-11-08,401483235,Tennessee Volunteers,Tennessee Tech Golden Eagles,75,43,0,2,2633,2635,40.0,32.5
2022-11-08,401483236,Texas A&M Aggies,UL Monroe Warhawks,87,54,0,2,245,2433,50.8,27.1
2022-11-08,401483247,Vanderbilt Commodores,Memphis Tigers,67,76,0,2,238,235,41.1,50.9
2022-11-08,401483266,Iowa State Cyclones,IU Indianapolis Jaguars,88,39,0,2,66,85,51.6,33.3
2022-11-08,401483275,Kansas Jayhawks,Omaha Mavericks,89,64,0,2,2305,2437,52.2,38.6
2022-11-08,401483281,Kansas State Wildcats,UT Rio Grande Valley Vaqueros,93,59,0,2,2306,292,45.5,39.2
2022-11-08,401483290,Oklahoma Sooners,Sam Houston Bearkats,51,52,0,2,201,2534,37.2,32.8
2022-11-08,401483298,TCU Horned Frogs,Arkansas-Pine Bluff Golden Lions,73,72,0,2,2628,2029,38.9,41.3
2022-11-08,401483308,Texas Longhorns,UTEP Miners,72,57,0,2,251,2638,54.8,40.4
2022-11-08,401483319,Texas Tech Red Raiders,Northwestern State Demons,73,49,0,2,2641,2466,52.2,28.4
2022-11-08,401483328,West Virginia Mountaineers,Mount St. Mary's Mountaineers,76,58,0,2,277,116,49.1,32.7
2022-11-08,401483337,Illinois Fighting Illini,Eastern Illinois Panthers,87,57,0,2,356,2197,46.9,35.0
2022-11-08,401483344,Indiana Hoosiers,Morehead State Eagles,88,53,0,2,84,2413,61.0,37.0
2022-11-08,401483352,Iowa Hawkeyes,Bethune-Cookman Wildcats,89,58,0,2,2294,2065,50.7,34.8
2022-11-08,401483357,Maryland Terrapins,Niagara Purple Eagles,71,49,0,2,120,315,49.0,40.0
2022-11-08,401483371,Minnesota Golden Gophers,Western Michigan Broncos,61,60,0,2,135,2711,43.1,34.8
2022-11-08,401483378,Nebraska Cornhuskers,Maine Black Bears,79,66,0,2,158,311,46.2,47.3
2022-11-08,401483383,Northwestern Wildcats,Chicago State Cougars,85,54,0,2,77,2130,42.9,25.4
2022-11-08,401483391,Ohio State Buckeyes,Robert Morris Colonials,91,53,0,2,194,2523,55.7,31.7
2022-11-08,401483398,Penn State Nittany Lions,Winthrop Eagles,93,68,0,2,213,2737,55.0,44.9
2022-11-08,401483405,Purdue Boilermakers,Milwaukee Panthers,84,53,0,2,2509,270,37.5,38.3
2022-11-08,401483411,Rutgers Scarlet Knights,Columbia Lions,75,35,0,2,164,171,43.1,23.4
2022-11-08,401483420,Wisconsin Badgers,South Dakota Coyotes,85,59,0,2,275,233,50.9,40.4
2022-11-08,401483431,Arizona State Sun Devils,Tarleton State Texans,62,59,0,2,9,2627,33.9,34.5
2022-11-08,401483443,California Golden Bears,UC Davis Aggies,65,75,0,2,25,302,38.1,48.2
2022-11-08,401483452,Colorado Buffaloes,UC Riverside Highlanders,82,66,0,2,38,27,46.9,40.3
2022-11-08,401483461,UCLA Bruins,Sacramento State Hornets,76,50,0,2,26,16,53.1,34.5
2022-11-08,401483470,USC Trojans,Florida Gulf Coast Eagles,61,74,0,2,30,526,40.4,37.5
2022-11-08,401483479,Utah Utes,Long Island University Sharks,89,48,0,2,254,112358,41.7,32.2
2022-11-08,401484855,Michigan State Spartans,Northern Arizona Lumberjacks,73,55,0,2,127,2464,44.6,31.7
2022-11-08,401484860,Furman Paladins,North Greenville Trailblazers,91,55,0,2,231,2822,53.7,33.8
2022-11-08,401485026,Richmond Spiders,VMI Keydets,69,48,0,2,257,2678,45.1,25.0
2022-11-08,401485098,UConn Huskies,Stonehill Skyhawks,85,54,0,2,41,284,46.0,35.6
2022-11-08,401485099,Creighton Bluejays,St. Thomas Tommies,72,60,0,2,156,2900,39.4,41.4
2022-11-08,401485100,Marquette Golden Eagles,Radford Highlanders,79,69,0,2,269,2515,45.8,41.3
2022-11-08,401485103,Xavier Musketeers,Morgan State Bears,96,73,0,2,2752,2415,51.6,37.1
2022-11-08,401485104,DePaul Blue Demons,Loyola Maryland Greyhounds,72,66,0,2,305,2352,43.1,40.0
2022-11-08,401485106,Providence Friars,Rider Broncs,66,65,0,2,2507,2520,36.0,41.4
2022-11-08,401485292,Liberty Flames,Regent Royals,104,38,0,2,2335,111926,53.7,19.6
2022-11-08,401485293,Queens University Royals,Marshall Thundering Herd,83,82,0,2,2511,276,47.1,43.6
2022-11-08,401485294,Wichita State Shockers,Central Arkansas Bears,79,55,0,2,2724,2110,43.8,30.1
2022-11-08,401485389,East Tennessee State Buccaneers,Emory & Henry Wasps,88,66,0,2,2193,2213,45.5,48.0
2022-11-08,401485470,Norfolk State Spartans,Virginia Lynchburg Dragons,109,59,0,2,2450,3229,51.8,30.8
2022-11-08,401487103,Pepperdine Waves,Rice Owls,106,67,0,2,2492,242,62.9,38.1
2022-11-08,401487131,UAB Blazers,Alabama State Hornets,111,70,0,2,5,2011,53.1,31.6
2022-11-08,401487275,Bowling Green Falcons,Air Force Falcons,62,58,0,2,189,2005,39.3,40.0
2022-11-08,401487288,Colorado State Rams,Gardner-Webb Runnin' Bulldogs,65,63,0,2,36,2241,50.0,42.6
2022-11-08,401487296,UTSA Roadrunners,Trinity (TX) Tigers,74,47,0,2,2636,386,40.8,30.5
2022-11-08,401487318,Nevada Wolf Pack,Utah Tech Trailblazers,84,71,0,2,2440,3101,50.0,37.9
2022-11-08,401487327,Vermont Catamounts,Brown Bears,80,65,0,2,261,225,53.8,44.2
2022-11-08,401487352,New Mexico Lobos,Southern Utah Thunderbirds,89,81,0,2,167,253,48.3,47.0
2022-11-08,401487363,Fordham Rams,Dartmouth Big Green,88,74,0,2,2230,159,57.4,42.4
2022-11-08,401487388,UNLV Rebels,Southern Jaguars,66,56,0,2,2439,2582,31.3,35.8
2022-11-08,401487398,Utah State Aggies,Utah Valley Wolverines,75,58,0,2,328,3084,45.3,32.8
2022-11-08,401487449,Iona Gaels,Pennsylvania Quakers,78,50,0,2,314,219,40.8,32.7
2022-11-08,401487469,Yale Bulldogs,Sarah Lawrence Gryphons,96,41,0,2,43,108862,57.4,26.2
2022-11-08,401487486,Massachusetts Minutemen,Central Connecticut Blue Devils,94,67,0,2,113,2115,53.5,40.9
2022-11-08,401487516,Loyola Chicago Ramblers,Fairleigh Dickinson Knights,88,82,0,2,2350,161,46.3,40.0
2022-11-08,401487612,Dayton Flyers,Lindenwood Lions,73,46,0,2,2168,2815,47.1,32.7
2022-11-08,401487643,George Washington Revolutionaries,Virginia State Trojans,85,58,0,2,45,330,49.2,30.5
2022-11-08,401487662,Rhode Island Rams,Quinnipiac Bobcats,62,67,0,2,227,2514,36.7,41.9
2022-11-08,401487681,Saint Louis Billikens,Murray State Racers,91,68,0,2,139,93,47.3,37.1
2022-11-08,401487690,St. Bonaventure Bonnies,Saint Francis Red Wolves,71,58,0,2,179,2598,45.8,38.5
2022-11-08,401487702,VCU Rams,Manhattan Jaspers,73,56,0,2,2670,2363,42.6,51.2
2022-11-08,401487712,UC San Diego Tritons,Seattle U Redhawks,71,85,0,2,28,2547,47.2,46.2
2022-11-08,401487718,William & Mary Tribe,Navy Midshipmen,59,74,0,2,2729,2426,40.4,48.4
2022-11-08,401488142,UC Santa Barbara Gauchos,San Francisco State Gators,75,59,0,2,2540,22,50.9,35.0
2022-11-08,401488190,UC Irvine Anteaters,Chapman Panthers,96,50,0,2,300,411,54.2,29.6
2022-11-08,401488209,California Baptist Lancers,Long Beach State Beach,64,79,0,2,2856,299,32.3,50.8
2022-11-08,401488380,Alabama Crimson Tide,Longwood Lancers,75,54,0,2,333,2344,39.1,26.8
2022-11-08,401488558,Georgia Tech Yellow Jackets,Clayton State Lakers,93,63,0,2,59,2861,47.9,37.1
2022-11-08,401488666,UCF Knights,UNC Asheville Bulldogs,95,98,0,2,2116,2427,45.7,51.5
2022-11-08,401488712,Tulane Green Wave,UMBC Retrievers,89,67,0,2,2655,2378,52.2,36.1
2022-11-08,401488718,South Florida Bulls,Southeast Missouri State Redhawks,61,64,0,2,58,2546,46.2,35.7
2022-11-08,401488725,SMU Mustangs,East Texas A&M Lions,77,60,0,2,2567,2837,50.0,34.8
2022-11-08,401488780,Santa Clara Broncos,Eastern Washington Eagles,84,72,0,2,2541,331,37.3,42.2
2022-11-08,401488786,South Carolina Upstate Spartans,Brevard Tornados,90,42,0,2,2908,2913,54.4,28.8
2022-11-08,401488791,Cleveland State Vikings,Notre Dame College (OH) Blue Falcons,68,72,0,2,325,587,45.9,43.6
2022-11-08,401488809,Northern Kentucky Norse,Kent State Golden Flashes,57,79,0,2,94,2309,30.0,54.5
2022-11-08,401488823,Temple Owls,Wagner Seahawks,73,76,0,2,218,2681,38.9,42.2
2022-11-08,401488826,Denver Pioneers,Idaho Vandals,68,63,0,2,2172,70,50.0,41.0
2022-11-08,401488998,Belmont Bruins,Ohio Bobcats,70,69,0,2,2057,195,49.1,43.3
2022-11-08,401489004,Bradley Braves,Parkside Rangers,93,59,0,2,71,2742,56.1,41.1
2022-11-08,401489012,Saint Mary's Gaels,Oral Roberts Golden Eagles,78,70,0,2,2608,198,40.3,39.7
2022-11-08,401489019,Portland Pilots,Lewis & Clark River Otters,89,62,0,2,2501,2333,48.4,26.9
2022-11-08,401489045,Loyola Marymount Lions,Life Pacific Warriors,99,49,0,2,2351,109670,50.0,29.8
2022-11-08,401489050,BYU Cougars,Idaho State Bengals,60,56,0,2,252,304,37.3,38.0
2022-11-08,401489086,Oklahoma State Cowboys,UT Arlington Mavericks,77,66,0,2,197,250,43.3,35.6
2022-11-08,401489108,Grand Canyon Lopes,Montana State Bobcats,60,54,0,2,2253,147,43.4,38.5
2022-11-08,401489498,Southern Miss Golden Eagles,William Carey Crusaders,75,42,0,2,2572,2730,47.0,31.0
2022-11-08,401489506,Old Dominion Monarchs,Maryland Eastern Shore Hawks,84,65,0,2,295,2379,50.0,39.6
2022-11-08,401489520,Georgia State Panthers,Coastal Georgia Mariner,76,59,0,2,2247,3189,37.5,40.0
2022-11-08,401489542,Arkansas State Red Wolves,Harding Bisons,86,55,0,2,2032,2264,56.3,37.5
2022-11-08,401489571,Arkansas Razorbacks,North Dakota State Bison,76,58,0,2,8,2449,49.1,33.9
2022-11-08,401489576,Incarnate Word Cardinals,North Dakota Fighting Hawks,57,65,0,2,2916,155,36.1,42.0
2022-11-08,401489582,Kansas City Roos,Lincoln (MO) Blue Tigers,56,59,0,2,140,2876,38.9,35.0
2022-11-08,401489596,Florida International Panthers,Houston Christian Huskies,77,66,0,2,2229,2277,50.0,39.1
2022-11-08,401489607,Lamar Cardinals,St. Thomas (TX) Celts,63,61,0,2,2320,126749,38.9,33.8
2022-11-08,401489611,McNeese Cowboys,Champion Christian Tigers,110,54,0,2,2377,3134,56.6,35.6
2022-11-08,401489620,Towson Tigers,UAlbany Great Danes,67,62,0,2,119,399,43.4,35.8
2022-11-08,401489621,Immaculata Mighty Macs,UAlbany Great Danes,47,74,0,2,107554,399,43.6,51.9
2022-11-08,401489631,SE Louisiana Lions,Loyola New Orleans Wolfpack,90,72,0,2,2545,100,59.0,43.1
2022-11-08,401489637,Mississippi State Bulldogs,Texas A&M-Corpus Christi Islanders,63,44,0,2,344,357,42.4,32.1
2022-11-08,401489651,Houston Cougars,Northern Colorado Bears,83,36,0,2,248,2458,44.4,25.6
2022-11-08,401489671,Cincinnati Bearcats,Chaminade Silverswords,98,55,0,2,2132,2124,57.8,38.9
2022-11-08,401489700,Wofford Terriers,Bob Jones Bruins,120,48,0,2,2747,3243,65.3,26.2
2022-11-08,401489714,Florida Atlantic Owls,Lynn Fighting Knights,81,46,0,2,2226,2357,50.8,28.8
2022-11-08,401490544,Army Black Knights,Keystone Giants,110,65,0,2,349,108860,56.3,38.1
2022-11-08,401491259,Holy Cross Crusaders,Siena Saints,68,75,0,2,107,2561,47.5,51.9
2022-11-08,401491278,Buffalo Bulls,Colgate Raiders,88,87,0,2,2084,2142,53.8,53.6
2022-11-08,401491655,Bryant Bulldogs,Thomas College Terriers,147,39,0,2,2803,2645,64.0,24.6
2022-11-08,401491665,Saint Peter's Peacocks,NJIT Highlanders,73,59,0,2,2612,2885,44.1,35.2
2022-11-08,401491703,Campbell Fighting Camels,Saint Augustine's Falcons,79,62,0,2,2097,395,42.9,46.2
2022-11-08,401491709,Charleston Southern Buccaneers,Toccoa Falls Eagles,83,52,0,2,2127,2648,38.0,30.6
2022-11-08,401491722,High Point Panthers,Pfeiffer Falcons,111,71,0,2,2272,2945,53.3,38.4
2022-11-08,401491791,Davidson Wildcats,Guilford Quakers,87,64,0,2,2166,2258,45.1,35.2
2022-11-08,401491799,San Diego State Aztecs,Cal State Fullerton Titans,80,57,0,2,21,2239,53.8,39.2
2022-11-08,401491811,Charleston Cougars,Chattanooga Mocs,85,78,0,2,232,236,45.2,49.2
2022-11-08,401491815,Delaware Blue Hens,Wilmington (DE) Wildcats,78,54,0,2,48,2732,47.5,33.9
2022-11-08,401491825,Elon Phoenix,Erskine Flying Fleet,80,56,0,2,2210,2215,43.1,36.1
2022-11-08,401491833,Princeton Tigers,Hofstra Pride,77,83,0,2,163,2275,49.2,54.5
2022-11-08,401491837,North Carolina A&T Aggies,Edward Waters Tigers,100,61,0,2,2448,2206,50.7,39.3
2022-11-08,401491839,Boston University Terriers,Northeastern Huskies,72,63,0,2,104,111,38.7,36.7
2022-11-08,401491889,Miami (OH) RedHawks,Evansville Purple Aces,74,78,0,2,193,339,43.3,46.7
2022-11-08,401492095,Washington State Cougars,Texas State Bobcats,83,61,0,2,265,326,52.7,46.0
2022-11-08,401492099,Washington Huskies,Weber State Wildcats,69,52,0,2,264,2692,47.1,35.6
2022-11-08,401492254,Bucknell Bison,Lebanon Valley Flying Dutchmen,113,52,0,2,2083,388,60.0,28.8
2022-11-08,401492306,Grambling Tigers,UNT Dallas Trailblazers,82,57,0,2,2755,126794,46.9,33.9
2022-11-08,401492374,Southern Illinois Salukis,Little Rock Trojans,94,63,0,2,79,2031,58.2,40.6
2022-11-08,401492424,Indiana State Sycamores,Green Bay Phoenix,80,53,0,2,282,2739,54.4,38.5
2022-11-08,401492427,Canisius Golden Griffins,Youngstown State Penguins,81,92,0,2,2099,2754,40.6,56.7
2022-11-08,401492454,Oregon Ducks,Florida A&M Rattlers,80,45,0,2,2483,50,46.0,37.5
2022-11-08,401492624,Oregon State Beavers,Tulsa Golden Hurricane,73,70,0,2,204,202,50.0,36.4
2022-11-08,401492630,Louisiana Ragin' Cajuns,Centenary (LA) Gentlemen,106,55,0,2,309,2113,53.1,28.8
2022-11-08,401493699,Akron Zips,South Dakota State Jackrabbits,81,80,0,2,2006,2571,43.5,52.5
2022-11-08,401493705,Ball State Cardinals,Earlham Quakers,109,39,0,2,2050,2189,61.2,24.6
2022-11-08,401493733,Eastern Michigan Eagles,Wayne State (MI) Warriors,75,66,0,2,2199,131,44.8,45.1
2022-11-08,401493741,Northern Illinois Huskies,Illinois Springfield Prairie Stars,77,83,0,2,2459,542,40.6,52.7
2022-11-08,401493749,Toledo Rockets,Valparaiso Beacons,85,70,0,2,2649,2674,45.7,49.2
2022-11-08,401493753,Illinois State Redbirds,Western Illinois Leathernecks,68,71,0,2,2287,2710,37.5,43.1
2022-11-08,401493776,Northern Iowa Panthers,Wartburg Knights,105,49,0,2,2460,2685,59.7,31.6
2022-11-08,401493777,UIC Flames,Trinity Christian Trolls,82,48,0,2,82,2652,44.9,28.1
2022-11-08,401493805,SIU Edwardsville Cougars,Harris Stowe State Hornets,85,57,0,2,2565,534,52.5,38.6
2022-11-08,401493820,Tennessee State Tigers,Fisk Bulldogs,85,75,0,2,2634,2225,50.0,48.3
2022-11-08,401493931,San Francisco Dons,Texas Southern Tigers,90,77,0,2,2539,2640,60.8,38.8
2022-11-08,401493939,Samford Bulldogs,Anderson (SC) Trojans,109,85,0,2,2535,380,48.7,39.7
2022-11-08,401493949,Troy Trojans,Montevallo Falcons,87,67,0,2,2653,2409,45.3,49.1
2022-11-08,401493953,Abilene Christian Wildcats,Jackson State Tigers,65,56,0,2,2000,2296,40.4,40.0
2022-11-08,401494382,Cal State Northridge Matadors,La Sierra Golden Eagles,90,55,0,2,2463,3167,51.4,26.9
2022-11-08,401494415,Wyoming Cowboys,Colorado Christian Cougars,102,69,0,2,2751,2862,50.7,38.7
2022-11-08,401494593,Louisiana Tech Bulldogs,Mississippi College Choctaws,78,61,0,2,2348,2401,46.8,42.6
2022-11-08,401494750,New Mexico State Aggies,New Mexico Highlands Cowboys,101,52,0,2,166,2424,52.7,29.4
2022-11-08,401494933,Arizona Wildcats,Nicholls Colonels,117,75,0,2,12,2447,71.7,40.3
2022-11-08,401496947,New Hampshire Wildcats,Brandeis Judges,79,47,0,2,160,5426,49.2,34.0
2022-11-08,401497494,Cal Poly Mustangs,Bethesda Flames,94,59,0,2,13,3246,51.4,26.9
2022-11-08,401497505,Gonzaga Bulldogs,North Florida Ospreys,104,63,0,2,2250,2454,64.2,35.6
2022-11-08,401497514,Presbyterian Blue Hose,Carolina University Bruins,76,42,0,2,2506,108942,42.4,34.0
2022-11-08,401497670,Coastal Carolina Chanticleers,St. Mary's (MD) Seahawks,97,43,0,2,324,117,66.1,24.0
2022-11-08,401497711,Cal State Bakersfield Roadrunners,San Diego Christian Hawks,68,35,0,2,2934,3096,41.3,26.5
2022-11-08,401498237,Stephen F. Austin Lumberjacks,LeTourneau Yellow Jackets,93,40,0,2,2617,2326,52.9,23.1
2022-11-08,401498729,San Diego Toreros,Sonoma State Cossacks,81,59,0,2,301,2574,48.3,47.1
2022-11-08,401499091,Binghamton Bearcats,Cazenovia College Wildcats,87,56,0,2,2066,126955,49.1,29.5
2022-11-08,401499435,Eastern Kentucky Colonels,Miami (OH) Middletown ThunderHawks,137,52,0,2,2198,126972,58.8,25.4
2022-11-08,401500363,St. Francis Brooklyn Terriers,Mount St Mary Knights,94,56,0,2,2597,289,50.7,34.0
2022-11-08,401500556,Kennesaw State Owls,LaGrange Panthers,99,56,0,2,338,548,59.0,33.9
2022-11-08,401500557,North Alabama Lions,Oakwood Ambassadors,108,51,0,2,2453,3083,63.4,31.7
2022-11-08,401500558,Jacksonville State Gamecocks,Shorter Hawks,111,48,0,2,55,2560,56.8,32.1
2022-11-08,401501670,North Texas Mean Green,Southern Nazarene Crimson Storm,53,47,0,2,249,200,34.0,36.8
2022-11-08,401501770,Fresno State Bulldogs,Fresno Pacific Sunbirds,69,56,0,2,278,2235,44.2,46.7
2022-11-09,401483216,South Carolina Gamecocks,South Carolina State Bulldogs,80,77,0,2,2579,2569,44.1,43.8
2022-11-09,401485105,Georgetown Hoyas,Coppin State Eagles,99,89,0,2,46,2154,47.9,38.9
2022-11-09,401487618,Duquesne Dukes,Montana Grizzlies,91,63,0,2,2184,149,64.4,38.5
2022-11-09,401489525,San José State Spartans,Georgia Southern Eagles,63,48,0,2,23,290,46.2,26.8
2022-11-09,401489644,East Carolina Pirates,Mercer Bears,77,75,0,2,151,2382,46.6,50.0
2022-11-09,401492447,Hartford Hawks,Sacred Heart Pioneers,70,77,0,2,42,2529,42.6,43.5
2022-11-09,401503540,Detroit Mercy Titans,Rochester Christian Warriors,93,65,0,2,2174,2947,48.3,43.6
2022-11-10,401482992,Virginia Tech Hokies,Lehigh Mountain Hawks,78,52,0,2,259,2329,53.4,36.5
2022-11-10,401483392,Ohio State Buckeyes,Charleston Southern Buccaneers,82,56,0,2,194,2127,51.7,33.8
2022-11-10,401484869,Seton Hall Pirates,Monmouth Hawks,79,52,0,2,2550,2405,45.3,29.8
2022-11-10,401485295,Louisville Cardinals,Bellarmine Knights,66,67,0,2,97,91,42.3,48.8
2022-11-10,401485296,San Diego Toreros,Florida Gulf Coast Eagles,79,73,0,2,301,526,50.9,43.6
2022-11-10,401485297,South Dakota Coyotes,Lipscomb Bisons,85,77,0,2,233,288,49.1,45.2
2022-11-10,401485461,LSU Tigers,Kansas City Roos,74,63,0,2,99,140,42.1,32.8
2022-11-10,401485471,Norfolk State Spartans,Cairn University Highlanders,87,59,0,2,2450,3216,49.2,30.2
2022-11-10,401487104,Rice Owls,St. Thomas (TX) Celts,85,48,0,2,242,126749,48.3,33.9
2022-11-10,401487517,Fairleigh Dickinson Knights,Mercy Mavericks,106,66,0,2,161,2384,55.3,42.6
2022-11-10,401488199,UC Davis Aggies,Cal Maritime Keelhaulers,90,67,0,2,302,500,49.3,39.0
2022-11-10,401488539,Youngstown State Penguins,UT Martin Skyhawks,90,72,0,2,2754,2630,45.1,46.7
2022-11-10,401488810,Kent State Golden Flashes,Baldwin Wallace Yellow Jackets,76,55,0,2,2309,188,46.6,33.3
2022-11-10,401489020,Portland Pilots,Florida A&M Rattlers,91,54,0,2,2501,50,55.8,30.9
2022-11-10,401489060,Utah Valley Wolverines,Western Colorado Mountaineers,91,64,0,2,3084,112694,56.5,42.9
2022-11-10,401489100,Seattle U Redhawks,Puget Sound Loggers,106,55,0,2,2547,2508,50.7,35.0
2022-11-10,401489109,Grand Canyon Lopes,San Diego Christian Hawks,101,50,0,2,2253,3096,56.7,26.4
2022-11-10,401489514,James Madison Dukes,Hampton Pirates,106,58,0,2,256,2261,60.6,32.3
2022-11-10,401489551,App State Mountaineers,North Carolina Central Eagles,79,74,0,2,2026,2428,40.6,39.7
2022-11-10,401489627,Northwestern State Demons,Ouachita Baptist Tigers,79,68,0,2,2466,2888,44.4,44.4
2022-11-10,401490523,Marist Red Foxes,American University Eagles,73,69,0,2,2368,44,51.9,44.3
2022-11-10,401491748,Winthrop Eagles,Piedmont Lions,78,56,0,2,2737,2496,46.6,36.7
2022-11-10,401491792,Wright State Raiders,Davidson Wildcats,97,102,0,2,2750,2166,44.3,52.2
2022-11-10,401491886,Drake Bulldogs,IU Indianapolis Jaguars,80,48,0,2,2181,85,54.0,28.1
2022-11-10,401491895,Morehead State Eagles,Campbellsville (HB) Pioneers,99,58,0,2,2413,111921,53.3,44.2
2022-11-10,401493466,Boise State Broncos,South Dakota State Jackrabbits,66,68,0,2,68,2571,46.3,47.8
2022-11-10,401493672,Robert Morris Colonials,Pittsburgh-Greensburg GREENSBURG,84,49,0,2,2523,126821,50.8,32.1
2022-11-10,401493771,Missouri State Bears,Missouri S&T Miners,82,47,0,2,2623,2402,55.2,30.6
2022-11-10,401494479,Arkansas-Pine Bluff Golden Lions,Champion Christian Tigers,87,55,0,2,2029,3134,42.7,33.9
2022-11-10,401494598,Prairie View A&M Panthers,North American Stallions,95,68,0,2,2504,126750,50.7,51.0
2022-11-10,401494606,South Alabama Jaguars,Mobile Rams,97,59,0,2,6,2920,58.0,33.3
2022-11-10,401497564,Howard Bison,District of Columbia Firebirds,87,74,0,2,47,2177,45.2,42.9
2022-11-10,401498236,Western Illinois Leathernecks,Rockford Regents,113,56,0,2,2710,2524,62.7,28.6
2022-11-10,401499090,Queens University Royals,Clinton Golden Bears,99,65,0,2,2511,126954,50.0,39.0
2022-11-11,401482890,Boston College Eagles,Detroit Mercy Titans,70,66,0,2,103,2174,40.0,40.0
2022-11-11,401482907,Duke Blue Devils,South Carolina Upstate Spartans,84,38,0,2,150,2908,44.1,27.8
2022-11-11,401482955,Notre Dame Fighting Irish,Radford Highlanders,79,76,0,2,87,2515,52.1,46.2
2022-11-11,401483276,Kansas Jayhawks,North Dakota State Bison,82,59,0,2,2305,2449,48.6,36.2
2022-11-11,401483309,Texas Longhorns,Houston Christian Huskies,82,31,0,2,251,2277,51.5,21.7
2022-11-11,401483320,Texas Tech Red Raiders,Texas Southern Tigers,78,54,0,2,2641,2640,45.9,35.0
2022-11-11,401483345,Indiana Hoosiers,Bethune-Cookman Wildcats,101,49,0,2,84,2065,58.3,39.2
2022-11-11,401483358,Maryland Terrapins,Western Carolina Catamounts,71,51,0,2,120,2717,44.3,27.0
2022-11-11,401483379,Nebraska Cornhuskers,Omaha Mavericks,75,61,0,2,158,2437,50.0,41.4
2022-11-11,401483399,Penn State Nittany Lions,Loyola Maryland Greyhounds,90,65,0,2,213,2352,57.9,46.4
2022-11-11,401483412,Rutgers Scarlet Knights,Sacred Heart Pioneers,88,50,0,2,164,2529,51.7,39.6
