date,id,home,away,hs,as,neutral,type,hid,aid,hfg,afg
2020-11-25,401259878,South Carolina State Bulldogs,App State Mountaineers,61,81,0,2,2569,2026,30.0,51.6
2020-11-25,401259897,Purdue Boilermakers,Liberty Flames,77,64,1,2,2509,2335,58.5,40.4
2020-11-25,401260050,Butler Bulldogs,Western Michigan Broncos,66,62,0,2,2086,2711,40.4,46.0
2020-11-25,401260341,Wake Forest Demon Deacons,Delaware State Hornets,111,51,0,2,154,2169,54.5,26.4
2020-11-25,401260377,Pepperdine Waves,UC Irvine Anteaters,86,72,1,2,2492,300,50.0,39.1
2020-11-25,401261581,Georgetown Hoyas,UMBC Retrievers,70,62,0,2,46,2378,37.3,35.4
2020-11-25,401262064,Quinnipiac Bobcats,Fairleigh Dickinson Knights,84,66,0,2,2514,161,49.2,39.7
2020-11-25,401262085,The Citadel Bulldogs,Piedmont Lions,89,64,0,2,2643,2496,46.3,34.8
2020-11-25,401262139,Fresno State Bulldogs,Jessup Warriors,87,47,0,2,278,3078,58.5,27.0
2020-11-25,401262142,Michigan Wolverines,Bowling Green Falcons,96,82,0,2,130,189,54.1,37.1
2020-11-25,401262144,Miami (OH) RedHawks,North Dakota Fighting Hawks,81,67,0,2,193,155,50.9,38.9
2020-11-25,401262254,Nebraska Cornhuskers,McNeese Cowboys,102,55,0,2,158,2377,50.0,38.2
2020-11-25,401262371,Illinois Fighting Illini,North Carolina A&T Aggies,122,60,0,2,356,2448,58.7,34.4
2020-11-25,401262381,North Alabama Lions,Oakwood Ambassadors,98,74,0,2,2453,3083,44.9,43.3
2020-11-25,401262395,South Carolina Upstate Spartans,Southern Wesleyan Warriors,72,82,0,2,2908,2576,46.8,46.3
2020-11-25,401262416,Eastern Kentucky Colonels,North Florida Ospreys,80,67,1,2,2198,2454,35.4,38.9
2020-11-25,401262492,Northern Kentucky Norse,Ball State Cardinals,74,73,0,2,94,2050,41.5,43.8
2020-11-25,401262869,Georgia Southern Eagles,Florida National Conquistadors,97,65,0,2,290,107730,53.2,37.7
2020-11-25,401263443,Iowa Hawkeyes,North Carolina Central Eagles,97,67,0,2,2294,2428,48.5,42.1
2020-11-25,401263445,Michigan State Spartans,Eastern Michigan Eagles,83,67,0,2,127,2199,54.5,40.6
2020-11-25,401263457,Ohio State Buckeyes,Illinois State Redbirds,94,67,0,2,194,2287,48.4,38.6
2020-11-25,401264119,South Florida Bulls,Florida College FLORIDA COLLEGE,94,84,0,2,58,3244,52.2,47.8
2020-11-25,401264125,Furman Paladins,Tusculum Pioneers,95,62,0,2,231,2839,53.0,40.0
2020-11-25,401264406,UMass Lowell River Hawks,San Francisco Dons,76,68,1,2,2349,2539,52.4,37.7
2020-11-25,401264409,New Hampshire Wildcats,Keene State Owls,93,54,0,2,160,6304,49.3,34.5
2020-11-25,401264524,North Dakota State Bison,Nevada Wolf Pack,48,62,1,2,2449,2440,29.1,38.3
2020-11-25,401264550,Kansas City Roos,Culver Stockton Wildcats,105,35,0,2,140,510,67.7,25.0
2020-11-25,401264600,James Madison Dukes,Limestone Saints,89,55,0,2,256,2336,48.6,38.5
2020-11-25,401264805,Army Black Knights,Merchant Marine Mariners,93,32,0,2,349,2383,54.4,20.0
2020-11-25,401265653,Chattanooga Mocs,Lander Senators,99,63,0,2,236,2322,48.1,40.0
2020-11-26,401253908,TCU Horned Frogs,Houston Christian Huskies,69,45,0,2,2628,2277,45.9,32.1
2020-11-26,401254076,Texas Longhorns,UT Rio Grande Valley Vaqueros,91,55,0,2,251,292,57.4,26.1
2020-11-26,401255010,Marquette Golden Eagles,Arkansas-Pine Bluff Golden Lions,99,57,0,2,269,2029,51.8,27.3
2020-11-26,401255037,St. John's Red Storm,Saint Peter's Peacocks,76,75,0,2,2599,2612,40.7,50.8
2020-11-26,401255038,St. John's Red Storm,La Salle Explorers,82,65,0,2,2599,2325,45.2,38.9
2020-11-26,401255625,Georgia Tech Yellow Jackets,Georgia State Panthers,120,123,0,2,59,2247,36.4,48.4
2020-11-26,401256504,Memphis Tigers,Western Kentucky Hilltoppers,69,75,1,2,235,98,40.9,44.4
2020-11-26,401256505,West Virginia Mountaineers,VCU Rams,78,66,1,2,277,2670,41.3,35.9
2020-11-26,401256506,Saint Mary's Gaels,Northern Iowa Panthers,66,64,1,2,2608,2460,41.1,51.0
2020-11-26,401256739,Colorado Buffaloes,South Dakota Coyotes,84,61,1,2,38,233,41.1,33.3
2020-11-26,401257375,Texas A&M-Corpus Christi Islanders,Texas A&M International Dustdevils,64,53,0,2,357,3082,42.9,27.6
2020-11-26,401257484,Xavier Musketeers,Bradley Braves,51,50,0,2,2752,71,33.9,33.3
2020-11-26,401257485,Oakland Golden Grizzlies,Toledo Rockets,53,80,1,2,2473,2649,31.4,45.2
2020-11-26,401257597,Northern Illinois Huskies,UIC Flames,61,65,0,2,2459,82,40.4,40.0
2020-11-26,401257625,USC Trojans,California Baptist Lancers,95,87,0,2,30,2856,56.1,45.1
2020-11-26,401258841,Alabama Crimson Tide,Jacksonville State Gamecocks,81,57,0,2,333,55,39.0,27.5
2020-11-26,401258842,Arkansas Razorbacks,Mississippi Valley State Delta Devils,142,62,0,2,8,2400,55.8,31.9
2020-11-26,401258862,Missouri Tigers,Oral Roberts Golden Eagles,91,64,0,2,142,198,53.1,34.8
2020-11-26,401258866,Clemson Tigers,Mississippi State Bulldogs,53,42,1,2,228,344,35.2,30.0
2020-11-26,401259028,Indiana Hoosiers,Tennessee Tech Golden Eagles,89,59,0,2,84,2635,56.9,40.4
2020-11-26,401259032,Wisconsin Badgers,Eastern Illinois Panthers,77,67,0,2,275,2197,42.1,34.8
2020-11-26,401259240,Weber State Wildcats,Adams State Grizzlies,88,60,0,2,2692,2001,46.3,34.3
2020-11-26,401259243,Howard Bison,Belmont Bruins,78,95,1,2,47,2057,48.4,50.7
2020-11-26,401259285,Santa Clara Broncos,Idaho State Bengals,62,49,0,2,2541,304,42.9,34.7
2020-11-26,401259553,Florida Gulf Coast Eagles,Florida A&M Rattlers,65,56,0,2,526,50,56.9,46.0
2020-11-26,401259558,Texas Tech Red Raiders,Northwestern State Demons,101,58,0,2,2641,2466,54.3,34.4
2020-11-26,401259563,Rutgers Scarlet Knights,Sacred Heart Pioneers,86,63,0,2,164,2529,60.6,37.3
2020-11-26,401259847,Mississippi State Bulldogs,Liberty Flames,73,84,1,2,344,2335,57.4,52.8
2020-11-26,401259995,Omaha Mavericks,Middle Tennessee Blue Raiders,60,59,1,2,2437,2393,40.7,32.2
2020-11-26,401259996,East Tennessee State Buccaneers,Austin Peay Governors,66,67,1,2,2193,2046,42.1,38.7
2020-11-26,401260001,Gonzaga Bulldogs,Kansas Jayhawks,102,90,1,2,2250,2305,64.5,53.2
2020-11-26,401260002,Saint Joseph's Hawks,Auburn Tigers,91,96,1,2,2603,2,43.2,42.6
2020-11-26,401260006,Boston College Eagles,Villanova Wildcats,67,76,1,2,103,222,47.3,50.0
2020-11-26,401260349,Sacramento State Hornets,Bethesda Flames,101,57,0,2,16,3246,56.9,36.4
2020-11-26,401260358,Davidson Wildcats,High Point Panthers,82,73,0,2,2166,2272,52.5,46.6
2020-11-26,401260961,Texas State Bobcats,Mary Hardin Baylor Crusaders,98,59,0,2,326,2371,53.5,35.6
2020-11-26,401261505,Nicholls Colonels,UC Davis Aggies,101,93,1,2,2447,302,49.2,59.2
2020-11-26,401261518,Purdue Fort Wayne Mastodons,SE Louisiana Lions,67,63,0,2,2870,2545,47.7,30.3
2020-11-26,401261562,Pittsburgh Panthers,Saint Francis Red Wolves,70,80,0,2,221,2598,39.7,42.9
2020-11-26,401261572,SMU Mustangs,Sam Houston Bearkats,97,67,0,2,2567,2534,52.5,38.7
2020-11-26,401261633,BYU Cougars,Westminster (UT) Griffins,108,59,0,2,252,224,57.7,37.0
2020-11-26,401261646,Loyola Marymount Lions,Southern Utah Thunderbirds,85,83,0,2,2351,253,51.8,48.3
2020-11-26,401261657,South Alabama Jaguars,Florida Atlantic Owls,68,66,0,2,6,2226,56.1,37.7
2020-11-26,401261741,VMI Keydets,St. Andrews Knights,90,63,0,2,2678,2592,50.0,39.6
2020-11-26,401262097,Grand Canyon Lopes,Grambling Tigers,69,53,0,2,2253,2755,39.3,35.0
2020-11-26,401262106,San Diego State Aztecs,UCLA Bruins,73,58,0,2,21,26,46.6,39.5
2020-11-26,401262153,Elon Phoenix,North Carolina Wesleyan Battling Bishops,82,52,0,2,2210,286,48.3,42.9
2020-11-26,401262286,NC State Wolfpack,Charleston Southern Buccaneers,95,61,0,2,152,2127,51.5,47.7
2020-11-26,401262372,Illinois Fighting Illini,Chicago State Cougars,97,38,0,2,356,2130,60.0,27.8
2020-11-26,401262478,Minnesota Golden Gophers,Green Bay Phoenix,99,69,0,2,135,2739,43.0,36.4
2020-11-26,401262547,UTEP Miners,Texas Permian Basin Falcons,100,81,0,2,2638,94822,52.6,42.9
2020-11-26,401262682,UNLV Rebels,Montana State Bobcats,78,91,0,2,2439,147,45.5,55.6
2020-11-26,401262981,Tarleton State Texans,Dallas Christian Crusaders,103,48,0,2,2627,2937,48.6,32.0
2020-11-26,401263275,Washington State Cougars,Texas Southern Tigers,56,52,0,2,265,2640,28.0,29.5
2020-11-26,401263598,Nebraska Cornhuskers,Nevada Wolf Pack,66,69,0,2,158,2440,29.0,48.0
2020-11-26,401264120,Jacksonville Dolphins,Coastal Georgia Mariner,99,57,0,2,294,3189,56.5,34.4
2020-11-26,401264239,Cal State Northridge Matadors,Westmont Warriors,97,79,0,2,2463,2716,46.8,40.6
2020-11-26,401264456,North Carolina A&T Aggies,Ohio Bobcats,72,84,0,2,2448,195,39.7,45.3
2020-11-26,401264461,Oregon State Beavers,California Golden Bears,71,63,0,2,204,25,44.8,39.7
2020-11-26,401264462,California Golden Bears,Northwest University Eagles,86,61,1,2,25,2465,50.8,37.9
2020-11-26,401264543,North Carolina Central Eagles,Southern Jaguars,85,78,1,2,2428,2582,51.9,44.3
2020-11-26,401264556,Saint Louis Billikens,SIU Edwardsville Cougars,89,52,0,2,139,2565,45.9,40.8
2020-11-26,401264635,UConn Huskies,Central Connecticut Blue Devils,102,75,0,2,41,2115,55.9,50.0
2020-11-26,401265033,Rhode Island Rams,Arizona State Sun Devils,88,94,1,2,227,9,51.8,44.3
2020-11-26,401265034,Utah State Aggies,VCU Rams,69,85,1,2,328,2670,42.9,52.8
2020-11-26,401265295,San Francisco Dons,Towson Tigers,79,68,1,2,2539,119,45.9,40.0
2020-11-26,401265456,Florida International Panthers,Flagler Saints,85,81,0,2,2229,2228,37.1,49.2
2020-11-26,401265650,Portland Pilots,Seattle U Redhawks,72,84,0,2,2501,2547,47.1,45.6
2020-11-26,401265652,West Virginia Mountaineers,South Dakota State Jackrabbits,79,71,1,2,277,2571,39.0,43.5
2020-11-26,401265825,Utah Valley Wolverines,Adams State Grizzlies,100,75,0,2,3084,2001,61.4,41.3
2020-11-27,401255646,San Francisco Dons,Virginia Cavaliers,61,60,1,2,2539,258,39.7,41.2
2020-11-27,401256073,Drake Bulldogs,South Dakota Coyotes,69,53,1,2,2181,233,43.5,37.3
2020-11-27,401256507,South Dakota State Jackrabbits,Utah State Aggies,83,59,1,2,2571,328,56.1,36.8
2020-11-27,401256508,West Virginia Mountaineers,Western Kentucky Hilltoppers,70,64,1,2,277,98,43.9,43.5
2020-11-27,401256510,Saint Mary's Gaels,South Dakota State Jackrabbits,72,59,1,2,2608,2571,43.9,36.2
2020-11-27,401256511,Northern Iowa Panthers,Utah State Aggies,71,82,1,2,2460,328,36.2,46.4
2020-11-27,401257473,Troy Trojans,Western Carolina Catamounts,66,64,1,2,2653,2717,37.7,35.6
2020-11-27,401257474,UNC Asheville Bulldogs,UNC Wilmington Seahawks,68,76,0,2,2427,350,46.0,48.0
2020-11-27,401257486,Xavier Musketeers,Toledo Rockets,76,73,0,2,2752,2649,43.1,38.6
2020-11-27,401257487,Bradley Braves,Oakland Golden Grizzlies,74,60,1,2,71,2473,51.8,29.0
2020-11-27,401257569,James Madison Dukes,Norfolk State Spartans,73,83,0,2,256,2450,36.2,49.0
2020-11-27,401257663,Louisville Cardinals,Seton Hall Pirates,71,70,0,2,97,2550,43.1,33.3
2020-11-27,401257664,Prairie View A&M Panthers,Evansville Purple Aces,64,61,1,2,2504,339,40.4,35.7
2020-11-27,401259037,Marshall Thundering Herd,Arkansas State Red Wolves,70,56,0,2,276,2032,43.9,38.2
2020-11-27,401259244,Belmont Bruins,George Mason Patriots,77,67,1,2,2057,2244,52.8,46.7
2020-11-27,401259320,Richmond Spiders,Morehead State Eagles,82,64,1,2,257,2413,55.6,43.1
2020-11-27,401259546,Florida Atlantic Owls,Jacksonville State Gamecocks,50,60,1,2,2226,55,32.7,40.8
2020-11-27,401259559,Texas Tech Red Raiders,Sam Houston Bearkats,84,52,0,2,2641,2534,50.0,31.5
2020-11-27,401259846,Clemson Tigers,Purdue Boilermakers,81,70,1,2,228,2509,49.2,44.8
2020-11-27,401259879,App State Mountaineers,Carver College Cougars,105,23,0,2,2026,111946,50.0,18.0
2020-11-27,401259999,Middle Tennessee Blue Raiders,East Tennessee State Buccaneers,43,57,1,2,2393,2193,30.0,34.5
2020-11-27,401260000,Abilene Christian Wildcats,Austin Peay Governors,80,72,1,2,2000,2046,54.7,45.8
2020-11-27,401260003,Gonzaga Bulldogs,Auburn Tigers,90,67,1,2,2250,2,52.9,37.3
2020-11-27,401260004,Kansas Jayhawks,Saint Joseph's Hawks,94,72,1,2,2305,2603,50.0,34.7
2020-11-27,401260008,Arizona State Sun Devils,Villanova Wildcats,74,83,1,2,9,222,43.3,48.3
2020-11-27,401260009,Rhode Island Rams,Boston College Eagles,64,69,1,2,227,103,45.6,42.0
2020-11-27,401260378,UCLA Bruins,Pepperdine Waves,107,98,1,2,26,2492,43.9,40.0
2020-11-27,401261483,Incarnate Word Cardinals,Rice Owls,53,68,0,2,2916,242,37.3,45.6
2020-11-27,401261564,Syracuse Orange,Bryant Bulldogs,85,84,0,2,183,2803,39.2,43.7
2020-11-27,401261569,Houston Cougars,Boise State Broncos,68,58,0,2,248,68,40.7,41.2
2020-11-27,401261576,Tulane Green Wave,Lamar Cardinals,66,57,0,2,2655,2320,32.3,34.5
2020-11-27,401261634,BYU Cougars,LSU New Orleans Privateers,86,61,0,2,252,2443,51.5,33.3
2020-11-27,401261719,Georgia State Panthers,Toccoa Falls Eagles,105,60,0,2,2247,2648,56.2,34.4
2020-11-27,401262098,Arizona Wildcats,Grambling Tigers,74,55,0,2,12,2755,38.3,32.8
2020-11-27,401262280,Maryland Terrapins,Navy Midshipmen,82,52,0,2,120,2426,68.2,40.0
2020-11-27,401262287,Charleston Southern Buccaneers,Eastern Kentucky Colonels,50,60,1,2,2127,2198,35.8,35.8
2020-11-27,401262373,Illinois Fighting Illini,Ohio Bobcats,77,75,0,2,356,195,48.3,47.7
2020-11-27,401262417,NC State Wolfpack,North Florida Ospreys,86,51,0,2,152,2454,55.7,37.5
2020-11-27,401262434,La Salle Explorers,Saint Peter's Peacocks,51,62,1,2,2325,2612,39.2,39.0
2020-11-27,401262438,Seattle U Redhawks,Jessup Warriors,77,53,1,2,2547,3078,43.5,32.6
2020-11-27,401262442,Santa Clara Broncos,UC Davis Aggies,66,63,0,2,2541,302,39.3,33.9
2020-11-27,401262501,North Texas Mean Green,Mississippi Valley State Delta Devils,116,62,0,2,249,2400,65.1,36.5
2020-11-27,401262506,LSU Tigers,SIU Edwardsville Cougars,94,81,1,2,99,2565,51.7,50.9
2020-11-27,401263442,Iowa Hawkeyes,Southern Jaguars,103,76,0,2,2294,2582,55.7,38.6
2020-11-27,401264404,UTSA Roadrunners,Texas Permian Basin Falcons,97,71,0,2,2636,94822,49.3,36.4
2020-11-27,401264447,Florida International Panthers,Flagler Saints,82,75,0,2,2229,2228,41.7,43.3
2020-11-27,401264449,Oregon State Beavers,Northwest University Eagles,114,42,0,2,204,2465,65.7,28.1
2020-11-27,401264551,Kansas City Roos,Greenville Panthers,138,97,1,2,140,2257,77.5,39.5
2020-11-27,401264994,Chicago State Cougars,North Carolina A&T Aggies,44,74,1,2,2130,2448,30.4,44.8
2020-11-27,401265035,Towson Tigers,Buffalo Bulls,65,74,1,2,119,2084,35.9,42.4
2020-11-27,401265704,George Mason Patriots,Queens University Royals,66,65,1,2,2244,2511,46.2,43.5
2020-11-27,401265705,Queens University Royals,Howard Bison,85,71,1,2,2511,47,51.6,44.4
2020-11-27,401265733,Central Connecticut Blue Devils,Army Black Knights,57,79,1,2,2115,349,34.9,52.6
2020-11-27,401265773,Charlotte 49ers,East Carolina Pirates,57,66,0,2,2429,151,37.7,49.1
2020-11-28,401253497,Texas A&M-Corpus Christi Islanders,Texas State Bobcats,63,75,0,2,357,326,34.0,54.2
2020-11-28,401254050,Kansas State Wildcats,Colorado Buffaloes,58,76,0,2,2306,38,44.7,49.1
2020-11-28,401254697,UAB Blazers,SE Louisiana Lions,84,59,0,2,5,2545,53.0,39.7
2020-11-28,401255011,Marquette Golden Eagles,Eastern Illinois Panthers,75,50,0,2,269,2197,44.0,26.2
2020-11-28,401255049,Louisiana Tech Bulldogs,UT Arlington Mavericks,76,71,0,2,2348,250,43.8,37.1
2020-11-28,401255578,South Florida Bulls,Rhode Island Rams,68,84,1,2,58,227,39.0,51.0
2020-11-28,401255626,Georgia Tech Yellow Jackets,Mercer Bears,73,83,0,2,59,2382,46.7,44.3
2020-11-28,401256509,Memphis Tigers,VCU Rams,59,70,1,2,235,2670,35.1,43.8
2020-11-28,401256512,Liberty Flames,South Carolina Gamecocks,78,62,1,2,2335,2579,56.3,39.0
2020-11-28,401257451,Kennesaw State Owls,Toccoa Falls Eagles,106,44,0,2,338,2648,55.6,35.0
2020-11-28,401257475,Troy Trojans,UNC Wilmington Seahawks,50,73,1,2,2653,350,29.6,46.6
2020-11-28,401257476,UNC Asheville Bulldogs,Western Carolina Catamounts,81,83,0,2,2427,2717,45.6,41.5
2020-11-28,401257596,Army Black Knights,Buffalo Bulls,78,74,1,2,349,2084,50.8,45.5
2020-11-28,401257620,Wofford Terriers,Carver College Cougars,111,37,0,2,2747,111946,66.7,22.4
2020-11-28,401257665,Little Rock Trojans,UNC Greensboro Spartans,70,77,1,2,2031,2430,50.0,45.8
2020-11-28,401258708,UT Rio Grande Valley Vaqueros,UTSA Roadrunners,81,64,0,2,292,2636,42.6,41.7
2020-11-28,401258843,Arkansas Razorbacks,North Texas Mean Green,69,54,0,2,8,249,41.8,36.2
2020-11-28,401259247,Howard Bison,George Mason Patriots,70,84,1,2,47,2244,37.7,40.9
2020-11-28,401259287,UC Davis Aggies,Idaho State Bengals,70,61,1,2,302,304,48.1,42.1
2020-11-28,401259304,Charleston Cougars,Limestone Saints,99,59,0,2,232,2336,56.7,37.0
2020-11-28,401259375,Navy Midshipmen,Mount St. Mary's Mountaineers,73,67,1,2,2426,116,47.2,44.6
2020-11-28,401259835,Duke Blue Devils,Coppin State Eagles,81,71,0,2,150,2154,53.1,32.9
2020-11-28,401259998,Omaha Mavericks,Abilene Christian Wildcats,58,70,1,2,2437,2000,44.2,44.8
2020-11-28,401260159,Wyoming Cowboys,Mississippi Valley State Delta Devils,97,61,0,2,2751,2400,52.2,36.8
2020-11-28,401260343,Wake Forest Demon Deacons,Longwood Lancers,71,60,0,2,154,2344,49.0,51.2
2020-11-28,401260359,Elon Phoenix,High Point Panthers,76,75,0,2,2210,2272,40.7,48.8
2020-11-28,401261506,Idaho State Bengals,Nicholls Colonels,51,70,1,2,304,2447,35.0,46.4
2020-11-28,401261563,Pittsburgh Panthers,Drexel Dragons,83,74,0,2,221,2182,62.0,48.4
2020-11-28,401261648,Minnesota Golden Gophers,Loyola Marymount Lions,88,73,0,2,135,2351,46.2,44.1
2020-11-28,401261658,South Alabama Jaguars,Mobile Rams,95,75,0,2,6,2920,49.3,42.2
2020-11-28,401261715,UT Arlington Mavericks,Northwestern State Demons,80,71,1,2,250,2466,41.7,38.6
2020-11-28,401261742,Penn State Nittany Lions,VMI Keydets,86,65,0,2,213,2678,43.1,42.3
2020-11-28,401262079,Furman Paladins,South Carolina Upstate Spartans,91,63,0,2,231,2908,53.8,37.9
2020-11-28,401262134,Saint Francis Red Wolves,UMBC Retrievers,65,80,0,2,2598,2378,48.1,50.0
2020-11-28,401262136,Rutgers Scarlet Knights,Fairleigh Dickinson Knights,96,75,0,2,164,161,56.9,42.6
2020-11-28,401262143,Bowling Green Falcons,South Carolina State Bulldogs,101,78,0,2,189,2569,47.6,43.7
2020-11-28,401262158,Florida Atlantic Owls,Mobile Rams,83,41,1,2,2226,2920,46.8,26.3
2020-11-28,401262376,Lamar Cardinals,Lipscomb Bisons,73,76,1,2,2320,288,47.4,55.6
2020-11-28,401262403,Southern Utah Thunderbirds,Saint Katherine SAINT KATHERINE,95,47,0,2,253,3249,58.7,31.7
2020-11-28,401262673,San Diego State Aztecs,UC Irvine Anteaters,77,58,0,2,21,300,40.3,47.9
2020-11-28,401262865,Rice Owls,Our Lady of the Lake Saints,103,64,1,2,242,3158,47.9,33.3
2020-11-28,401262870,Georgia Southern Eagles,Coastal Georgia Mariner,91,79,0,2,290,3189,60.4,44.1
2020-11-28,401262991,Vanderbilt Commodores,Valparaiso Beacons,77,71,0,2,238,2674,40.4,42.4
2020-11-28,401263087,Portland Pilots,Jessup Warriors,83,73,0,2,2501,3078,51.9,51.7
2020-11-28,401263459,Wisconsin Badgers,Arkansas-Pine Bluff Golden Lions,92,58,0,2,275,2029,52.5,34.0
2020-11-28,401263599,Nebraska Cornhuskers,North Dakota State Bison,79,57,0,2,158,2449,46.0,29.0
2020-11-28,401264399,Saint Louis Billikens,LSU Tigers,85,81,0,2,139,99,55.4,53.8
2020-11-28,401264408,UMass Lowell River Hawks,Illinois State Redbirds,72,82,1,2,2349,2287,43.1,46.3
2020-11-28,401264537,Denver Pioneers,Regis University REGIS UNIVERSITY,82,66,0,2,2172,2518,53.4,38.0
2020-11-28,401264540,Coastal Carolina Chanticleers,North Carolina Wesleyan Battling Bishops,117,68,0,2,324,286,67.7,45.6
2020-11-28,401264604,Cal Poly Mustangs,Bethesda Flames,100,46,0,2,13,3246,55.2,28.1
2020-11-28,401264634,Cal State Northridge Matadors,Air Force Falcons,61,66,1,2,2463,2005,36.4,43.8
2020-11-28,401264636,UConn Huskies,Hartford Hawks,69,57,0,2,41,42,44.4,32.0
2020-11-28,401265457,Jacksonville Dolphins,Southern Miss Golden Eagles,66,51,0,2,294,2572,38.0,30.8
2020-11-28,401265706,Queens University Royals,Belmont Bruins,61,73,1,2,2511,2057,31.8,49.1
2020-11-28,401265824,Kansas City Roos,Southeast Missouri State Redhawks,66,71,1,2,140,2546,46.2,48.8
2020-11-29,401253489,Samford Bulldogs,Alabama A&M Bulldogs,76,78,0,2,2535,2010,41.4,53.4
2020-11-29,401253909,TCU Horned Frogs,Tulsa Golden Hurricane,70,65,1,2,2628,202,36.4,50.0
2020-11-29,401254109,Old Dominion Monarchs,William & Mary Tribe,86,78,0,2,295,2729,50.0,50.9
2020-11-29,401255050,Louisiana Tech Bulldogs,Northwestern State Demons,91,77,0,2,2348,2466,51.7,42.4
2020-11-29,401255593,Villanova Wildcats,Virginia Tech Hokies,73,81,1,2,222,259,42.6,47.4
2020-11-29,401255771,BYU Cougars,Utah Valley Wolverines,82,60,0,2,252,3084,52.6,36.8
2020-11-29,401257667,Louisville Cardinals,Prairie View A&M Panthers,86,64,0,2,97,2504,60.9,39.3
2020-11-29,401258859,Kentucky Wildcats,Richmond Spiders,64,76,0,2,96,257,36.1,43.3
2020-11-29,401259286,Santa Clara Broncos,Nicholls Colonels,73,57,0,2,2541,2447,40.9,28.4
2020-11-29,401259307,Norfolk State Spartans,Radford Highlanders,57,54,1,2,2450,2515,35.8,32.7
2020-11-29,401259376,Maryland Terrapins,Mount St. Mary's Mountaineers,79,61,0,2,120,116,59.6,43.1
2020-11-29,401259547,South Alabama Jaguars,Jacksonville State Gamecocks,73,77,0,2,6,55,50.0,46.6
2020-11-29,401259560,Houston Cougars,Texas Tech Red Raiders,64,53,1,2,248,2641,35.1,39.1
2020-11-29,401259859,Iowa State Cyclones,Arkansas-Pine Bluff Golden Lions,80,63,0,2,66,2029,48.5,44.6
2020-11-29,401260037,Michigan State Spartans,Notre Dame Fighting Irish,80,70,0,2,127,87,42.9,35.0
2020-11-29,401260324,Miami Hurricanes,North Florida Ospreys,77,59,0,2,2390,2454,49.2,31.3
2020-11-29,401261448,Arizona State Sun Devils,Houston Christian Huskies,100,77,0,2,9,2277,54.5,39.3
2020-11-29,401261484,Incarnate Word Cardinals,Our Lady of the Lake Saints,84,71,0,2,2916,3158,58.2,41.2
2020-11-29,401261577,Tulane Green Wave,Lipscomb Bisons,68,66,0,2,2655,288,44.6,43.1
2020-11-29,401261598,Tulsa Golden Hurricane,South Carolina Gamecocks,58,69,1,2,202,2579,40.4,48.1
